essay_id,prompt_name,rating,timestamp
N10134A,social_position,7.0,2025-05-23T16:58:31.717575
N10134A,prestige_rating,8.9,2025-05-23T16:58:31.717595
N10134A,wealth_class,9.3,2025-05-23T16:58:31.717616
N10134A,ladder_self,7.2,2025-05-23T16:58:31.717635
N10134A,financial_security,9.1,2025-05-23T16:58:31.717655
N10134A,power_position,8.5,2025-05-23T16:58:31.717675
N10134A,access_scale,9.0,2025-05-23T16:58:31.717695
N10134A,career_success,10.0,2025-05-23T16:58:31.717715
N10134A,community_status,7.8,2025-05-23T16:58:31.717734
N10134A,standard_of_living,7.2,2025-05-23T16:58:31.717754
N10134A,family_background,7.1,2025-05-23T16:58:31.717774
N10134A,fame_level,7.2,2025-05-23T16:58:31.717794
N10134A,life_chances,8.0,2025-05-23T16:58:31.717813
N10134A,comfort_level,8.4,2025-05-23T16:58:31.717834
N10134A,household_status,8.4,2025-05-23T16:58:31.717858
N10134A,future_prospects,9.0,2025-05-23T16:58:31.717880
N10134A,social_circle_status,8.1,2025-05-23T16:58:31.717899
N10134A,lifestyle_rating,9.7,2025-05-23T16:58:31.717921
N10134A,mobility_score,7.8,2025-05-23T16:58:31.717942
N10134A,material_possessions,10.0,2025-05-23T16:58:31.717962
N10134A,success_perception,8.8,2025-05-23T16:58:31.717982
N10134A,relative_status,7.1,2025-05-23T16:58:31.718006
N10134A,economic_comfort,6.3,2025-05-23T16:58:31.718025
N10134A,privilege_score,8.6,2025-05-23T16:58:31.718045
N10134A,elite_access,7.8,2025-05-23T16:58:31.718065
N10134A,public_image,8.9,2025-05-23T16:58:31.718085
N10134A,overall_life_score,8.6,2025-05-23T16:58:31.718105
N10134A,social_ladder_step,8.0,2025-05-23T16:58:31.718125
N10134A,top_percentile,7.1,2025-05-23T16:58:31.718145
N10134A,education_power,6.4,2025-05-23T16:58:31.718165
N10134A,access_privilege,7.6,2025-05-23T16:58:31.718185
N10134A,home_quality,9.0,2025-05-23T16:58:31.718205
N10134A,wardrobe_status,8.3,2025-05-23T16:58:31.718224
N10134A,financial_headroom,6.7,2025-05-23T16:58:31.718244
N10134A,career_options,8.3,2025-05-23T16:58:31.718264
N10134A,cultural_capital,8.5,2025-05-23T16:58:31.718284
N10134A,social_confidence,7.1,2025-05-23T16:58:31.718304
N10134A,family_status,8.2,2025-05-23T16:58:31.718324
N10134A,visibility_score,8.1,2025-05-23T16:58:31.718344
N10134A,peer_comparison,6.6,2025-05-23T16:58:31.718364
N10165H,ladder_standard,9.4,2025-05-23T16:58:31.718465
N10165H,status_rating,9.7,2025-05-23T16:58:31.718488
N10165H,economic_position,9.8,2025-05-23T16:58:31.718510
N10165H,social_rank,10.0,2025-05-23T16:58:31.718530
N10165H,life_success,7.5,2025-05-23T16:58:31.718551
N10165H,societal_position,8.4,2025-05-23T16:58:31.718571
N10165H,respect_level,9.6,2025-05-23T16:58:31.718591
N10165H,income_ladder,9.6,2025-05-23T16:58:31.718611
N10165H,opportunity_scale,9.6,2025-05-23T16:58:31.718631
N10165H,life_quality,10.0,2025-05-23T16:58:31.718652
N10165H,social_position,9.7,2025-05-23T16:58:31.718675
N10165H,prestige_rating,10.0,2025-05-23T16:58:31.718696
N10165H,wealth_class,10.0,2025-05-23T16:58:31.718716
N10165H,ladder_self,9.7,2025-05-23T16:58:31.718737
N10165H,financial_security,8.7,2025-05-23T16:58:31.718757
N10165H,power_position,9.9,2025-05-23T16:58:31.718777
N10165H,access_scale,8.2,2025-05-23T16:58:31.718797
N10165H,career_success,8.8,2025-05-23T16:58:31.718817
N10165H,community_status,8.5,2025-05-23T16:58:31.718837
N10165H,standard_of_living,9.1,2025-05-23T16:58:31.718863
N10165H,family_background,10.0,2025-05-23T16:58:31.718884
N10165H,fame_level,7.0,2025-05-23T16:58:31.718904
N10165H,life_chances,9.8,2025-05-23T16:58:31.718926
N10165H,comfort_level,7.3,2025-05-23T16:58:31.718947
N10165H,household_status,8.5,2025-05-23T16:58:31.718967
N10165H,future_prospects,10.0,2025-05-23T16:58:31.718987
N10165H,social_circle_status,9.1,2025-05-23T16:58:31.719007
N10165H,lifestyle_rating,7.9,2025-05-23T16:58:31.719027
N10165H,mobility_score,8.3,2025-05-23T16:58:31.719047
N10165H,material_possessions,9.8,2025-05-23T16:58:31.719067
N10165H,success_perception,8.2,2025-05-23T16:58:31.719087
N10165H,relative_status,9.3,2025-05-23T16:58:31.719106
N10165H,economic_comfort,8.6,2025-05-23T16:58:31.719126
N10165H,privilege_score,8.3,2025-05-23T16:58:31.719146
N10165H,elite_access,10.0,2025-05-23T16:58:31.719165
N10165H,public_image,9.7,2025-05-23T16:58:31.719185
N10165H,overall_life_score,6.8,2025-05-23T16:58:31.719205
N10165H,social_ladder_step,9.2,2025-05-23T16:58:31.719224
N10165H,top_percentile,8.3,2025-05-23T16:58:31.719244
N10165H,education_power,10.0,2025-05-23T16:58:31.719264
N10165H,access_privilege,8.2,2025-05-23T16:58:31.719284
N10165H,home_quality,8.9,2025-05-23T16:58:31.719306
N10165H,wardrobe_status,9.6,2025-05-23T16:58:31.719327
N10165H,financial_headroom,10.0,2025-05-23T16:58:31.719347
N10165H,career_options,7.7,2025-05-23T16:58:31.719367
N10165H,cultural_capital,8.7,2025-05-23T16:58:31.719390
N10165H,social_confidence,8.5,2025-05-23T16:58:31.719410
N10165H,family_status,8.3,2025-05-23T16:58:31.719430
N10165H,visibility_score,10.0,2025-05-23T16:58:31.719450
N10165H,peer_comparison,9.8,2025-05-23T16:58:31.719470
N10192L,ladder_standard,5.4,2025-05-23T16:58:31.719541
N10192L,status_rating,7.6,2025-05-23T16:58:31.719564
N10192L,economic_position,8.7,2025-05-23T16:58:31.719584
N10192L,social_rank,7.8,2025-05-23T16:58:31.719604
N10192L,life_success,5.0,2025-05-23T16:58:31.719625
N10192L,societal_position,6.3,2025-05-23T16:58:31.719645
N10192L,respect_level,8.0,2025-05-23T16:58:31.719665
N10192L,income_ladder,5.9,2025-05-23T16:58:31.719685
N10192L,opportunity_scale,7.1,2025-05-23T16:58:31.719705
N10192L,life_quality,7.5,2025-05-23T16:58:31.719724
N10192L,social_position,5.6,2025-05-23T16:58:31.719745
N10192L,prestige_rating,6.6,2025-05-23T16:58:31.719764
N10192L,wealth_class,3.1,2025-05-23T16:58:31.719785
N10192L,ladder_self,5.6,2025-05-23T16:58:31.719805
N10192L,financial_security,6.4,2025-05-23T16:58:31.719826
N10192L,power_position,5.3,2025-05-23T16:58:31.719850
N10192L,access_scale,8.4,2025-05-23T16:58:31.719876
N10192L,career_success,5.1,2025-05-23T16:58:31.719897
N10192L,community_status,6.2,2025-05-23T16:58:31.719916
N10192L,standard_of_living,6.8,2025-05-23T16:58:31.719936
N10192L,family_background,8.2,2025-05-23T16:58:31.719956
N10192L,fame_level,5.1,2025-05-23T16:58:31.719976
N10192L,life_chances,7.9,2025-05-23T16:58:31.719996
N10192L,comfort_level,6.6,2025-05-23T16:58:31.720020
N10192L,household_status,5.6,2025-05-23T16:58:31.720040
N10192L,future_prospects,7.1,2025-05-23T16:58:31.720060
N10192L,social_circle_status,6.9,2025-05-23T16:58:31.720079
N10192L,lifestyle_rating,6.0,2025-05-23T16:58:31.720099
N10192L,mobility_score,6.7,2025-05-23T16:58:31.720119
N10192L,material_possessions,6.2,2025-05-23T16:58:31.720138
N10192L,success_perception,6.8,2025-05-23T16:58:31.720158
N10192L,relative_status,7.4,2025-05-23T16:58:31.720178
N10192L,economic_comfort,8.0,2025-05-23T16:58:31.720197
N10192L,privilege_score,5.3,2025-05-23T16:58:31.720217
N10192L,elite_access,9.0,2025-05-23T16:58:31.720237
N10192L,public_image,4.5,2025-05-23T16:58:31.720256
N10192L,overall_life_score,6.5,2025-05-23T16:58:31.720276
N10192L,social_ladder_step,7.2,2025-05-23T16:58:31.720296
N10192L,top_percentile,6.9,2025-05-23T16:58:31.720315
N10192L,education_power,6.0,2025-05-23T16:58:31.720337
N10192L,access_privilege,6.4,2025-05-23T16:58:31.720358
N10192L,home_quality,6.1,2025-05-23T16:58:31.720377
N10192L,wardrobe_status,6.0,2025-05-23T16:58:31.720397
N10192L,financial_headroom,7.6,2025-05-23T16:58:31.720417
N10192L,career_options,7.0,2025-05-23T16:58:31.720437
N10192L,cultural_capital,5.9,2025-05-23T16:58:31.720457
N10192L,social_confidence,7.6,2025-05-23T16:58:31.720476
N10192L,family_status,7.0,2025-05-23T16:58:31.720496
N10192L,visibility_score,7.5,2025-05-23T16:58:31.720516
N10192L,peer_comparison,7.8,2025-05-23T16:58:31.720536
N10221Y,ladder_standard,8.6,2025-05-23T16:58:31.720639
N10221Y,status_rating,8.8,2025-05-23T16:58:31.720662
N10221Y,economic_position,9.8,2025-05-23T16:58:31.720682
N10221Y,social_rank,10.0,2025-05-23T16:58:31.720703
N10221Y,life_success,9.4,2025-05-23T16:58:31.720723
N10221Y,societal_position,9.6,2025-05-23T16:58:31.720743
N10221Y,respect_level,10.0,2025-05-23T16:58:31.720763
N10221Y,income_ladder,8.8,2025-05-23T16:58:31.720783
N10221Y,opportunity_scale,10.0,2025-05-23T16:58:31.720803
N10221Y,life_quality,9.2,2025-05-23T16:58:31.720823
N10221Y,social_position,9.2,2025-05-23T16:58:31.720846
N10221Y,prestige_rating,10.0,2025-05-23T16:58:31.720881
N10221Y,wealth_class,10.0,2025-05-23T16:58:31.720902
N10221Y,ladder_self,10.0,2025-05-23T16:58:31.720922
N10221Y,financial_security,10.0,2025-05-23T16:58:31.720941
N10221Y,power_position,9.4,2025-05-23T16:58:31.720961
N10221Y,access_scale,10.0,2025-05-23T16:58:31.720981
N10221Y,career_success,9.1,2025-05-23T16:58:31.721001
N10221Y,community_status,9.8,2025-05-23T16:58:31.721025
N10221Y,standard_of_living,9.3,2025-05-23T16:58:31.721045
N10221Y,family_background,9.5,2025-05-23T16:58:31.721064
N10221Y,fame_level,10.0,2025-05-23T16:58:31.721084
N10221Y,life_chances,8.5,2025-05-23T16:58:31.721104
N10221Y,comfort_level,10.0,2025-05-23T16:58:31.721123
N10221Y,household_status,8.3,2025-05-23T16:58:31.721143
N10221Y,future_prospects,8.1,2025-05-23T16:58:31.721163
N10221Y,social_circle_status,10.0,2025-05-23T16:58:31.721183
N10221Y,lifestyle_rating,10.0,2025-05-23T16:58:31.721202
N10221Y,mobility_score,10.0,2025-05-23T16:58:31.721222
N10221Y,material_possessions,10.0,2025-05-23T16:58:31.721242
N10221Y,success_perception,9.4,2025-05-23T16:58:31.721261
N10221Y,relative_status,8.4,2025-05-23T16:58:31.721281
N10221Y,economic_comfort,9.0,2025-05-23T16:58:31.721301
N10221Y,privilege_score,8.7,2025-05-23T16:58:31.721320
N10221Y,elite_access,10.0,2025-05-23T16:58:31.721340
N10221Y,public_image,9.2,2025-05-23T16:58:31.721359
N10221Y,overall_life_score,8.5,2025-05-23T16:58:31.721379
N10221Y,social_ladder_step,9.1,2025-05-23T16:58:31.721399
N10221Y,top_percentile,9.9,2025-05-23T16:58:31.721421
N10221Y,education_power,8.8,2025-05-23T16:58:31.721442
N10221Y,access_privilege,8.5,2025-05-23T16:58:31.721462
N10221Y,home_quality,9.7,2025-05-23T16:58:31.721481
N10221Y,wardrobe_status,9.7,2025-05-23T16:58:31.721501
N10221Y,financial_headroom,8.8,2025-05-23T16:58:31.721522
N10221Y,career_options,8.9,2025-05-23T16:58:31.721541
N10221Y,cultural_capital,9.7,2025-05-23T16:58:31.721561
N10221Y,social_confidence,7.8,2025-05-23T16:58:31.721580
N10221Y,family_status,7.9,2025-05-23T16:58:31.721600
N10221Y,visibility_score,8.6,2025-05-23T16:58:31.721619
N10221Y,peer_comparison,9.3,2025-05-23T16:58:31.721639
N10250D,ladder_standard,8.8,2025-05-23T16:58:31.721729
N10250D,status_rating,10.0,2025-05-23T16:58:31.721752
N10250D,economic_position,9.0,2025-05-23T16:58:31.721773
N10250D,social_rank,8.3,2025-05-23T16:58:31.721794
N10250D,life_success,8.5,2025-05-23T16:58:31.721814
N10250D,societal_position,7.8,2025-05-23T16:58:31.721834
N10250D,respect_level,8.5,2025-05-23T16:58:31.721859
N10250D,income_ladder,8.2,2025-05-23T16:58:31.721880
N10250D,opportunity_scale,8.8,2025-05-23T16:58:31.721901
N10250D,life_quality,7.6,2025-05-23T16:58:31.721921
N10250D,social_position,9.1,2025-05-23T16:58:31.721942
N10250D,prestige_rating,10.0,2025-05-23T16:58:31.721963
N10250D,wealth_class,8.4,2025-05-23T16:58:31.721983
N10250D,ladder_self,8.9,2025-05-23T16:58:31.722004
N10250D,financial_security,9.3,2025-05-23T16:58:31.722024
N10250D,power_position,8.1,2025-05-23T16:58:31.722044
N10250D,access_scale,8.7,2025-05-23T16:58:31.722063
N10250D,career_success,8.5,2025-05-23T16:58:31.722083
N10250D,community_status,8.6,2025-05-23T16:58:31.722103
N10250D,standard_of_living,7.6,2025-05-23T16:58:31.722123
N10250D,family_background,8.5,2025-05-23T16:58:31.722143
N10250D,fame_level,9.0,2025-05-23T16:58:31.722162
N10250D,life_chances,10.0,2025-05-23T16:58:31.722182
N10250D,comfort_level,9.5,2025-05-23T16:58:31.722201
N10250D,household_status,10.0,2025-05-23T16:58:31.722221
N10250D,future_prospects,7.6,2025-05-23T16:58:31.722241
N10250D,social_circle_status,9.5,2025-05-23T16:58:31.722261
N10250D,lifestyle_rating,8.7,2025-05-23T16:58:31.722283
N10250D,mobility_score,10.0,2025-05-23T16:58:31.722304
N10250D,material_possessions,7.6,2025-05-23T16:58:31.722324
N10250D,success_perception,7.6,2025-05-23T16:58:31.722343
N10250D,relative_status,7.8,2025-05-23T16:58:31.722363
N10250D,economic_comfort,5.4,2025-05-23T16:58:31.722383
N10250D,privilege_score,7.9,2025-05-23T16:58:31.722402
N10250D,elite_access,7.7,2025-05-23T16:58:31.722422
N10250D,public_image,8.7,2025-05-23T16:58:31.722441
N10250D,overall_life_score,8.9,2025-05-23T16:58:31.722461
N10250D,social_ladder_step,10.0,2025-05-23T16:58:31.722481
N10250D,top_percentile,9.5,2025-05-23T16:58:31.722500
N10250D,education_power,7.9,2025-05-23T16:58:31.722520
N10250D,access_privilege,7.5,2025-05-23T16:58:31.722539
N10250D,home_quality,9.0,2025-05-23T16:58:31.722559
N10250D,wardrobe_status,7.0,2025-05-23T16:58:31.722579
N10250D,financial_headroom,10.0,2025-05-23T16:58:31.722598
N10250D,career_options,9.8,2025-05-23T16:58:31.722618
N10250D,cultural_capital,8.0,2025-05-23T16:58:31.722638
N10250D,social_confidence,6.6,2025-05-23T16:58:31.722658
N10250D,family_status,10.0,2025-05-23T16:58:31.722678
N10250D,visibility_score,8.4,2025-05-23T16:58:31.722697
N10250D,peer_comparison,10.0,2025-05-23T16:58:31.722717
N10293Q,ladder_standard,8.0,2025-05-23T16:58:31.722820
N10293Q,status_rating,9.0,2025-05-23T16:58:31.722843
N10293Q,economic_position,9.1,2025-05-23T16:58:31.722883
N10293Q,social_rank,9.7,2025-05-23T16:58:31.722904
N10293Q,life_success,9.1,2025-05-23T16:58:31.722924
N10293Q,societal_position,10.0,2025-05-23T16:58:31.722944
N10293Q,respect_level,8.4,2025-05-23T16:58:31.722963
N10293Q,income_ladder,9.5,2025-05-23T16:58:31.722983
N10293Q,opportunity_scale,9.8,2025-05-23T16:58:31.723004
N10293Q,life_quality,10.0,2025-05-23T16:58:31.723024
N10293Q,social_position,10.0,2025-05-23T16:58:31.723044
N10293Q,prestige_rating,8.4,2025-05-23T16:58:31.723064
N10293Q,wealth_class,7.9,2025-05-23T16:58:31.723083
N10293Q,ladder_self,10.0,2025-05-23T16:58:31.723103
N10293Q,financial_security,10.0,2025-05-23T16:58:31.723123
N10293Q,power_position,8.8,2025-05-23T16:58:31.723143
N10293Q,access_scale,10.0,2025-05-23T16:58:31.723163
N10293Q,career_success,9.7,2025-05-23T16:58:31.723183
N10293Q,community_status,10.0,2025-05-23T16:58:31.723203
N10293Q,standard_of_living,9.7,2025-05-23T16:58:31.723223
N10293Q,family_background,10.0,2025-05-23T16:58:31.723243
N10293Q,fame_level,10.0,2025-05-23T16:58:31.723262
N10293Q,life_chances,9.3,2025-05-23T16:58:31.723282
N10293Q,comfort_level,10.0,2025-05-23T16:58:31.723302
N10293Q,household_status,10.0,2025-05-23T16:58:31.723321
N10293Q,future_prospects,10.0,2025-05-23T16:58:31.723341
N10293Q,social_circle_status,8.6,2025-05-23T16:58:31.723361
N10293Q,lifestyle_rating,10.0,2025-05-23T16:58:31.723381
N10293Q,mobility_score,10.0,2025-05-23T16:58:31.723401
N10293Q,material_possessions,7.7,2025-05-23T16:58:31.723420
N10293Q,success_perception,8.3,2025-05-23T16:58:31.723440
N10293Q,relative_status,7.4,2025-05-23T16:58:31.723469
N10293Q,economic_comfort,8.8,2025-05-23T16:58:31.723489
N10293Q,privilege_score,10.0,2025-05-23T16:58:31.723509
N10293Q,elite_access,10.0,2025-05-23T16:58:31.723528
N10293Q,public_image,9.7,2025-05-23T16:58:31.723548
N10293Q,overall_life_score,10.0,2025-05-23T16:58:31.723568
N10293Q,social_ladder_step,8.2,2025-05-23T16:58:31.723588
N10293Q,top_percentile,7.7,2025-05-23T16:58:31.723608
N10293Q,education_power,9.6,2025-05-23T16:58:31.723627
N10293Q,access_privilege,10.0,2025-05-23T16:58:31.723647
N10293Q,home_quality,9.6,2025-05-23T16:58:31.723667
N10293Q,wardrobe_status,7.3,2025-05-23T16:58:31.723687
N10293Q,financial_headroom,9.5,2025-05-23T16:58:31.723709
N10293Q,career_options,8.2,2025-05-23T16:58:31.723729
N10293Q,cultural_capital,10.0,2025-05-23T16:58:31.723749
N10293Q,social_confidence,10.0,2025-05-23T16:58:31.723769
N10293Q,family_status,8.6,2025-05-23T16:58:31.723788
N10293Q,visibility_score,9.1,2025-05-23T16:58:31.723808
N10293Q,peer_comparison,8.2,2025-05-23T16:58:31.723827
N10301X,ladder_standard,8.0,2025-05-23T16:58:31.723916
N10301X,status_rating,9.1,2025-05-23T16:58:31.723940
